Month,Channel,First Source / Medium,First Campaign,Last Source / Medium,Last Campaign,# of visits,Full path (Source / Medium),Full path (Campaign),Conversions
2015/11,Organic,yahoo / organic,yahoo / organic,hs_automation / email,MOFU_General Lead Nurturing Campaign,11,yahoo / organic > (direct) / (none) > (direct) / (none) > hs_automation / email > hs_automation / email > Other Campaigns / Reseller Partners > (direct) / (none) > Other Campaigns / Reseller Partners > (direct) / (none) > (direct) / (none) > hs_automation / email,yahoo / organic > (direct) / (none) > (direct) / (none) > (not set) > MOFU_General Lead Nurturing Campaign > Reseller Partners > (direct) / (none) > Reseller Partners > (direct) / (none) > (direct) / (none) > MOFU_General Lead Nurturing Campaign,1
2015/11,Organic,yahoo / organic,yahoo / organic,yahoo / organic,yahoo / organic,16,yahoo / organic > (direct) / (none) > (direct) / (none) > hs_automation / email > hs_automation / email > Other Campaigns / Reseller Partners > (direct) / (none) > Other Campaigns / Reseller Partners > (direct) / (none) > (direct) / (none) > hs_automation / email > accounts.google.com / referral > (direct) / (none) > hs_automation / email > (direct) / (none) > yahoo / organic,yahoo / organic > (direct) / (none) > (direct) / (none) > (not set) > MOFU_General Lead Nurturing Campaign > Reseller Partners > (direct) / (none) > Reseller Partners > (direct) / (none) > (direct) / (none) > MOFU_General Lead Nurturing Campaign > accounts.google.com / referral > (direct) / (none) > MOFU_General Lead Nurturing Campaign > (direct) / (none) > yahoo / organic,1
2015/11,Organic,yahoo / organic,yahoo / organic,(direct) / (none),(direct) / (none),5,yahoo / organic > (direct) / (none) > (direct) / (none) > facebook.com / referral > (direct) / (none),yahoo / organic > (direct) / (none) > (direct) / (none) > facebook.com / referral > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),3,google / organic > Case Studies - Consulting Page / About Buckets CTA - BOTTOM > (direct) / (none),google / organic > Marketing Site > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,Case Studies - Real Estate / Scalemail CTA - BOTTOM,Marketing Site,2,google / organic > Case Studies - Real Estate / Scalemail CTA - BOTTOM,google / organic > Marketing Site,1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),9,google / organic > zviband.com / referral > google / organic > (direct) / (none) > google / organic > google / organic > (direct) / (none) > t.co / referral > (direct) / (none),google / organic > zviband.com / referral > google / organic > (direct) / (none) > google / organic > google / organic > (direct) / (none) > t.co / referral > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,placester.com / referral,placester.com / referral,2,google / organic > placester.com / referral,google / organic > placester.com / referral,1
2015/11,Organic,google / organic,google / organic,entrepreneur.com / referral,entrepreneur.com / referral,2,google / organic > entrepreneur.com / referral,google / organic > entrepreneur.com / referral,1
2015/11,Organic,google / organic,google / organic,Contactually Blog / Trial CTA,Blog Slider CTAs,2,google / organic > Contactually Blog / Trial CTA,google / organic > Blog Slider CTAs,1
2015/11,Organic,google / organic,google / organic,Other Campaigns / User Invite,User Invite,2,google / organic > Other Campaigns / User Invite,google / organic > User Invite,1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),21,google / organic > accounts.google.com / referral > api.twitter.com / referral > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > api.twitter.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),google / organic > accounts.google.com / referral > api.twitter.com / referral > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > api.twitter.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,google / organic,google / organic,4,google / organic > accounts.google.com / referral > accounts.google.com / referral > google / organic,google / organic > accounts.google.com / referral > accounts.google.com / referral > google / organic,1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),3,google / organic > accounts.google.com / referral > (direct) / (none),google / organic > accounts.google.com / referral > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),5,google / organic > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),google / organic > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),8,google / organic > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),google / organic > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,google / organic,google / organic,3,google / organic > accounts.google.com / referral > google / organic,google / organic > accounts.google.com / referral > google / organic,1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),15,google / organic > accounts.google.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > meetme.so / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),google / organic > accounts.google.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > meetme.so / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,google / organic,google / organic,4,google / organic > accounts.google.com / referral > google / organic > google / organic,google / organic > accounts.google.com / referral > google / organic > google / organic,1
2015/11,Organic,google / organic,google / organic,launchpad.remax.com / referral,launchpad.remax.com / referral,4,google / organic > accounts.google.com / referral > google / organic > launchpad.remax.com / referral,google / organic > accounts.google.com / referral > google / organic > launchpad.remax.com / referral,1
2015/11,Organic,google / organic,google / organic,PPC / CPC,Bing Industries Real Estat,2,google / organic > PPC / CPC,google / organic > Bing Industries Real Estat,1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),4,google / organic > therealestatetrainer.com / referral > (direct) / (none) > (direct) / (none),google / organic > therealestatetrainer.com / referral > (direct) / (none) > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,email24.secureserver.net / referral,email24.secureserver.net / referral,2,google / organic > email24.secureserver.net / referral,google / organic > email24.secureserver.net / referral,1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),3,google / organic > Other Campaigns / Reseller Partners > (direct) / (none),google / organic > Reseller Partners > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,google / organic,google / organic,6,google / organic > content-masterclass.co.uk / referral > google / organic > (direct) / (none) > (direct) / (none) > google / organic,google / organic > content-masterclass.co.uk / referral > google / organic > (direct) / (none) > (direct) / (none) > google / organic,1
2015/11,Organic,google / organic,google / organic,Other Campaigns / Reseller Partners,Reseller Partners,3,google / organic > contactuallyh.wpengine.com / referral > Other Campaigns / Reseller Partners,google / organic > contactuallyh.wpengine.com / referral > Reseller Partners,1
2015/11,Organic,google / organic,google / organic,api.twitter.com / referral,api.twitter.com / referral,5,google / organic > contactuallyh.wpengine.com / referral > Other Campaigns / Reseller Partners > accounts.google.com / referral > api.twitter.com / referral,google / organic > contactuallyh.wpengine.com / referral > Reseller Partners > accounts.google.com / referral > api.twitter.com / referral,1
2015/11,Organic,google / organic,google / organic,google / cpc,Contactually Brand|Real Estate (Exact),2,google / organic > google / cpc,google / organic > Contactually Brand|Real Estate (Exact),1
2015/11,Organic,google / organic,google / organic,google / cpc,RLSA|Real Estate,2,google / organic > google / cpc,google / organic > RLSA|Real Estate,1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),3,google / organic > google / cpc > (direct) / (none),google / organic > Contactually Brand|Name (Exact) > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,google / cpc,Contactually Brand|Name (Exact),4,google / organic > google / cpc > (direct) / (none) > google / cpc,google / organic > Contactually Brand|Name (Exact) > (direct) / (none) > Contactually Brand|Name (Exact),1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),4,google / organic > google / cpc > (direct) / (none) > (direct) / (none),google / organic > Contactually Brand|Name (Exact) > (direct) / (none) > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,google / organic,google / organic,3,google / organic > google / cpc > google / organic,google / organic > Contact Management|Exact (Exact) > google / organic,1
2015/11,Organic,google / organic,google / organic,google / organic,google / organic,4,google / organic > google / cpc > twitter.com / social > google / organic,google / organic > Contactually Brand|Name (Exact) > buffer > google / organic,1
2015/11,Organic,google / organic,google / organic,meetme.so / referral,meetme.so / referral,3,google / organic > google / cpc > meetme.so / referral,google / organic > Contactually Brand|Name (Exact) > meetme.so / referral,1
2015/11,Organic,google / organic,google / organic,Other Campaigns / Comparison Collateral,BOFU2014,2,google / organic > Other Campaigns / Comparison Collateral,google / organic > BOFU2014,1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),3,google / organic > Other Campaigns / Comparison Collateral > (direct) / (none),google / organic > BOFU2014 > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),4,google / organic > t.co / referral > (direct) / (none) > (direct) / (none),google / organic > t.co / referral > (direct) / (none) > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,ppc / (not set),Facebook Ad Trial - Remarketing,2,google / organic > ppc / (not set),google / organic > Facebook Ad Trial - Remarketing,1
2015/11,Organic,google / organic,google / organic,ubercool.com / referral,ubercool.com / referral,3,google / organic > (direct) / (none) > ubercool.com / referral,google / organic > (direct) / (none) > ubercool.com / referral,1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),4,google / organic > (direct) / (none) > placester.com / referral > (direct) / (none),google / organic > (direct) / (none) > placester.com / referral > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,accounts.google.com / referral,accounts.google.com / referral,3,google / organic > (direct) / (none) > accounts.google.com / referral,google / organic > (direct) / (none) > accounts.google.com / referral,1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),6,google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > meetme.so / referral > (direct) / (none),google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > meetme.so / referral > (direct) / (none),1
2015/11,Organic,google / organic,google / organic,(direct) / (none),(direct) / (none),6,google / organic > (direct) / (none) > google / cpc > (direct) / (none) > hs_automation / email > (direct) / (none),google / organic > (direct) / (none) > Contactually Brand|Name (Exact) > (direct) / (none) > MOFU_General Lead Nurturing Campaign > (direct) / (none),1
